  9809     SPring-8 14b2 
 Cu-K_Cu-foil_S  14.06.25 17:41 - 14.06.25 17:45
 Cu-foil                                                                         
 Ring :   8.0 GeV    99.5 mA -   99.5 mA
 Mono :   SI(311)       D=  1.63747 A    Initial angle= 26.09900 deg
 14b2      Transmission( 2)   Repetition=  1     Points= 4577
 Param file :                 angle axis (1)     Block =    1

 Block      Init-ang  final-ang     Step/deg     Time/s       Num
     1       26.00000  21.10000    -0.001070       0.05      4577
 Ortec( 0)     NDCH = 3
  Angle(c)  Angle(o)    time/s         2         3
      Mode         0         0         1         2
    Offset         0         0   134.300   117.200
  24.18528  24.18278     0.050      3044      3435
  24.18421  24.18185     0.050      3044      3438
  24.18314  24.18092     0.050      3044      3436
  24.18207  24.17995     0.050      3038      3430
  24.18100  24.17884     0.050      3049      3437
  24.17993  24.17765     0.050      3049      3438
  24.17886  24.17645     0.050      3045      3429
  24.17779  24.17528     0.050      3046      3432
  24.17672  24.17417     0.050      3051      3437
  24.17565  24.17312     0.050      3047      3430
  24.17458  24.17216     0.050      3051      3431
  24.17351  24.17123     0.050      3055      3438
  24.17244  24.17027     0.050      3057      3439
  24.17137  24.16922     0.050      3053      3438
  24.17030  24.16803     0.050      3058      3440
  24.16923  24.16683     0.050      3059      3442
  24.16816  24.16564     0.050      3060      3440
  24.16709  24.16450     0.050      3061      3443
  24.16602  24.16344     0.050      3062      3448
  24.16495  24.16245     0.050      3062      3447
  24.16388  24.16153     0.050      3064      3449
  24.16281  24.16059     0.050      3066      3450
  24.16174  24.15958     0.050      3066      3449
  24.16067  24.15843     0.050      3063      3446
  24.15960  24.15724     0.050      3068      3454
  24.15853  24.15605     0.050      3067      3450
  24.15746  24.15490     0.050      3066      3449
  24.15639  24.15382     0.050      3068      3451
  24.15532  24.15279     0.050      3072      3456
  24.15425  24.15186     0.050      3071      3451
  24.15318  24.15093     0.050      3069      3453
  24.15211  24.14995     0.050      3075      3459
  24.15104  24.14884     0.050      3080      3458
  24.14997  24.14764     0.050      3075      3457
  24.14890  24.14645     0.050      3080      3459
  24.14783  24.14527     0.050      3077      3457
  24.14676  24.14416     0.050      3083      3462
  24.14569  24.14311     0.050      3085      3464
  24.14462  24.14215     0.050      3086      3468
  24.14355  24.14123     0.050      3085      3464
  24.14248  24.14026     0.050      3085      3461
  24.14141  24.13920     0.050      3087      3464
  24.14034  24.13801     0.050      3086      3463
  24.13927  24.13681     0.050      3089      3465
  24.13820  24.13562     0.050      3092      3465
  24.13713  24.13449     0.050      3092      3468
  24.13606  24.13343     0.050      3091      3461
  24.13499  24.13244     0.050      3092      3463
  24.13392  24.13152     0.050      3095      3465
  24.13285  24.13058     0.050      3096      3465
  24.13178  24.12956     0.050      3099      3468
  24.13071  24.12841     0.050      3098      3463
  24.12964  24.12722     0.050      3095      3458
  24.12857  24.12603     0.050      3101      3461
  24.12750  24.12487     0.050      3100      3461
  24.12643  24.12378     0.050      3103      3458
  24.12536  24.12276     0.050      3100      3453
  24.12429  24.12183     0.050      3094      3446
  24.12322  24.12089     0.050      3096      3445
  24.12215  24.11991     0.050      3096      3446
  24.12108  24.11879     0.050      3106      3452
  24.12001  24.11759     0.050      3110      3456
  24.11894  24.11640     0.050      3111      3451
  24.11787  24.11522     0.050      3113      3452
  24.11680  24.11411     0.050      3111      3450
  24.11573  24.11306     0.050      3116      3450
  24.11466  24.11211     0.050      3116      3447
  24.11359  24.11118     0.050      3118      3448
  24.11252  24.11022     0.050      3117      3445
  24.11145  24.10914     0.050      3114      3444
  24.11038  24.10795     0.050      3120      3445
  24.10931  24.10676     0.050      3127      3449
  24.10824  24.10558     0.050      3125      3446
  24.10717  24.10445     0.050      3121      3440
  24.10610  24.10339     0.050      3126      3443
  24.10503  24.10241     0.050      3127      3446
  24.10396  24.10149     0.050      3122      3434
  24.10289  24.10054     0.050      3125      3442
  24.10182  24.09952     0.050      3134      3448
  24.10075  24.09836     0.050      3125      3438
  24.09968  24.09717     0.050      3126      3437
  24.09861  24.09598     0.050      3136      3446
  24.09754  24.09482     0.050      3133      3438
  24.09647  24.09374     0.050      3127      3437
  24.09540  24.09272     0.050      3133      3440
  24.09433  24.09178     0.050      3137      3443
  24.09326  24.09085     0.050      3133      3439
  24.09219  24.08986     0.050      3129      3429
  24.09112  24.08875     0.050      3116      3418
  24.09005  24.08754     0.050      3117      3418
  24.08898  24.08634     0.050      3143      3446
  24.08791  24.08516     0.050      3150      3455
  24.08684  24.08405     0.050      3153      3456
  24.08577  24.08301     0.050      3147      3449
  24.08470  24.08206     0.050      3142      3446
  24.08363  24.08113     0.050      3141      3440
  24.08256  24.08016     0.050      3138      3437
  24.08149  24.07909     0.050      3122      3420
  24.08042  24.07790     0.050      3122      3419
  24.07935  24.07671     0.050      3111      3406
  24.07828  24.07553     0.050      3115      3409
  24.07721  24.07441     0.050      3137      3431
  24.07614  24.07335     0.050      3140      3434
  24.07507  24.07237     0.050      3129      3424
  24.07400  24.07145     0.050      3149      3443
  24.07293  24.07050     0.050      3153      3449
  24.07186  24.06948     0.050      3150      3445
  24.07079  24.06832     0.050      3144      3441
  24.06972  24.06712     0.050      3131      3423
  24.06865  24.06593     0.050      3131      3422
  24.06758  24.06478     0.050      3155      3448
  24.06651  24.06370     0.050      3165      3463
  24.06544  24.06269     0.050      3164      3459
  24.06437  24.06176     0.050      3167      3456
  24.06330  24.06082     0.050      3172      3466
  24.06223  24.05983     0.050      3169      3463
  24.06116  24.05871     0.050      3166      3458
  24.06009  24.05750     0.050      3169      3462
  24.05902  24.05631     0.050      3178      3469
  24.05795  24.05513     0.050      3173      3464
  24.05688  24.05403     0.050      3172      3465
  24.05581  24.05299     0.050      3178      3469
  24.05474  24.05205     0.050      3176      3467
  24.05367  24.05112     0.050      3174      3464
  24.05260  24.05016     0.050      3183      3473
  24.05153  24.04909     0.050      3185      3474
  24.05046  24.04790     0.050      3180      3469
  24.04939  24.04671     0.050      3180      3467
  24.04832  24.04554     0.050      3185      3476
  24.04725  24.04442     0.050      3184      3473
  24.04618  24.04336     0.050      3183      3469
  24.04511  24.04239     0.050      3188      3479
  24.04404  24.04147     0.050      3188      3481
  24.04297  24.04052     0.050      3185      3474
  24.04190  24.03950     0.050      3189      3481
  24.04083  24.03834     0.050      3196      3487
  24.03976  24.03714     0.050      3185      3478
  24.03869  24.03595     0.050      3187      3478
  24.03762  24.03480     0.050      3184      3478
  24.03655  24.03372     0.050      3176      3467
  24.03548  24.03270     0.050      3183      3476
  24.03441  24.03177     0.050      3203      3498
  24.03334  24.03083     0.050      3201      3499
  24.03227  24.02985     0.050      3197      3494
  24.03120  24.02873     0.050      3199      3500
  24.03013  24.02752     0.050      3206      3507
  24.02906  24.02632     0.050      3202      3505
  24.02799  24.02515     0.050      3202      3512
  24.02692  24.02405     0.050      3214      3522
  24.02585  24.02301     0.050      3208      3520
  24.02478  24.02206     0.050      3205      3523
  24.02371  24.02114     0.050      3215      3534
  24.02264  24.02018     0.050      3213      3537
  24.02157  24.01911     0.050      3210      3536
  24.02050  24.01792     0.050      3211      3546
  24.01943  24.01674     0.050      3217      3552
  24.01836  24.01556     0.050      3214      3554
  24.01729  24.01443     0.050      3216      3564
  24.01622  24.01338     0.050      3217      3565
  24.01515  24.01240     0.050      3217      3571
  24.01408  24.01147     0.050      3216      3574
  24.01301  24.01052     0.050      3224      3586
  24.01194  24.00951     0.050      3223      3588
  24.01087  24.00835     0.050      3216      3591
  24.00980  24.00715     0.050      3225      3601
  24.00873  24.00596     0.050      3224      3606
  24.00766  24.00481     0.050      3222      3612
  24.00659  24.00373     0.050      3224      3614
  24.00552  24.00271     0.050      3229      3627
  24.00445  24.00178     0.050      3233      3633
  24.00338  24.00085     0.050      3231      3635
  24.00231  23.99986     0.050      3232      3644
  24.00124  23.99874     0.050      3239      3652
  24.00017  23.99754     0.050      3232      3657
  23.99910  23.99634     0.050      3235      3662
  23.99803  23.99517     0.050      3234      3666
  23.99696  23.99408     0.050      3235      3673
  23.99589  23.99304     0.050      3240      3680
  23.99482  23.99209     0.050      3242      3686
  23.99375  23.99117     0.050      3241      3692
  23.99268  23.99021     0.050      3240      3693
  23.99161  23.98915     0.050      3245      3705
  23.99054  23.98798     0.050      3241      3708
  23.98947  23.98678     0.050      3242      3713
  23.98840  23.98560     0.050      3244      3720
  23.98733  23.98447     0.050      3249      3730
  23.98626  23.98341     0.050      3247      3730
  23.98519  23.98242     0.050      3244      3737
  23.98412  23.98150     0.050      3256      3752
  23.98305  23.98056     0.050      3249      3752
  23.98198  23.97954     0.050      3250      3757
  23.98091  23.97839     0.050      3255      3763
  23.97984  23.97719     0.050      3251      3767
  23.97877  23.97600     0.050      3254      3771
  23.97770  23.97484     0.050      3257      3779
  23.97663  23.97375     0.050      3258      3785
  23.97556  23.97273     0.050      3257      3787
  23.97449  23.97180     0.050      3260      3796
  23.97342  23.97087     0.050      3261      3798
  23.97235  23.96988     0.050      3257      3797
  23.97128  23.96877     0.050      3260      3802
  23.97021  23.96757     0.050      3266      3812
  23.96914  23.96638     0.050      3264      3814
  23.96807  23.96521     0.050      3257      3809
  23.96700  23.96411     0.050      3267      3821
  23.96593  23.96307     0.050      3270      3831
  23.96486  23.96212     0.050      3268      3824
  23.96379  23.96121     0.050      3268      3829
  23.96272  23.96024     0.050      3274      3838
  23.96165  23.95918     0.050      3268      3835
  23.96058  23.95800     0.050      3271      3832
  23.95951  23.95681     0.050      3274      3843
  23.95844  23.95563     0.050      3274      3842
  23.95737  23.95450     0.050      3272      3844
  23.95630  23.95343     0.050      3276      3844
  23.95523  23.95245     0.050      3277      3846
  23.95416  23.95152     0.050      3272      3846
  23.95309  23.95058     0.050      3280      3852
  23.95202  23.94956     0.050      3282      3857
  23.95095  23.94841     0.050      3277      3856
  23.94988  23.94721     0.050      3279      3857
  23.94881  23.94602     0.050      3286      3866
  23.94774  23.94486     0.050      3282      3867
  23.94667  23.94378     0.050      3278      3861
  23.94560  23.94276     0.050      3284      3873
  23.94453  23.94183     0.050      3286      3874
  23.94346  23.94090     0.050      3282      3874
  23.94239  23.93992     0.050      3286      3880
  23.94132  23.93882     0.050      3288      3886
  23.94025  23.93762     0.050      3286      3888
  23.93918  23.93643     0.050      3284      3888
