  9809     SPring-8 14b2 
 Pb-L21_PbTe_Si  21.02.10 08:03 - 21.02.10 08:09
 PbTe                                                                            
 Ring :   8.0 GeV    99.6 mA -   99.6 mA
 Mono :   SI(311)       D=  1.63747 A    Initial angle= 14.92483 deg
 14b2      Transmission( 2)   Repetition=  1     Points= 6727
 Param file :                 angle axis (1)     Block =    1

 Block      Init-ang  final-ang     Step/deg     Time/s       Num
     1       14.74500  12.58000    -0.000330       0.05      6727
 Ortec( 0)     NDCH = 3
  Angle(c)  Angle(o)    time/s         2         3         4
      Mode         0         0         1         2         3
    Offset         0         0   229.200   251.100   177.000
  12.63828  12.71987     0.050     12545     13612      2197
  12.63795  12.71961     0.050     12538     13602      2191
  12.63762  12.71934     0.050     12620     13693      2209
  12.63729  12.71908     0.050     12547     13610      2194
  12.63696  12.71880     0.050     12439     13504      2175
  12.63663  12.71852     0.050     12520     13604      2196
  12.63630  12.71824     0.050     12591     13669      2206
  12.63597  12.71795     0.050     12481     13549      2187
  12.63564  12.71767     0.050     12497     13567      2191
  12.63531  12.71739     0.050     12606     13701      2209
  12.63498  12.71708     0.050     12511     13594      2191
  12.63465  12.71676     0.050     12488     13570      2191
  12.63432  12.71641     0.050     12462     13549      2186
  12.63399  12.71603     0.050     12530     13621      2198
  12.63366  12.71565     0.050     12466     13555      2191
  12.63333  12.71528     0.050     12452     13544      2187
  12.63300  12.71493     0.050     12501     13592      2195
  12.63267  12.71459     0.050     12465     13549      2188
  12.63234  12.71424     0.050     12456     13554      2187
  12.63201  12.71388     0.050     12456     13557      2191
  12.63168  12.71352     0.050     12471     13568      2194
  12.63135  12.71314     0.050     12472     13567      2192
  12.63102  12.71278     0.050     12441     13542      2189
  12.63069  12.71245     0.050     12458     13554      2193
  12.63036  12.71212     0.050     12412     13522      2187
  12.63003  12.71181     0.050     12432     13529      2188
  12.62970  12.71149     0.050     12502     13607      2203
  12.62937  12.71117     0.050     12426     13536      2191
  12.62904  12.71085     0.050     12398     13503      2186
  12.62871  12.71053     0.050     12417     13529      2186
  12.62838  12.71023     0.050     12442     13565      2193
  12.62805  12.70994     0.050     12356     13466      2180
  12.62772  12.70967     0.050     12370     13485      2184
  12.62739  12.70941     0.050     12410     13535      2190
  12.62706  12.70915     0.050     12379     13487      2187
  12.62673  12.70887     0.050     12384     13504      2187
  12.62640  12.70859     0.050     12389     13509      2188
  12.62607  12.70831     0.050     12382     13507      2185
  12.62574  12.70802     0.050     12323     13451      2179
  12.62541  12.70775     0.050     12354     13476      2183
  12.62508  12.70746     0.050     12371     13500      2188
  12.62475  12.70717     0.050     12311     13435      2176
  12.62442  12.70685     0.050     12288     13417      2169
  12.62409  12.70651     0.050     12340     13481      2183
  12.62376  12.70614     0.050     12265     13393      2168
  12.62343  12.70576     0.050     12276     13404      2176
  12.62310  12.70539     0.050     12406     13550      2197
  12.62277  12.70503     0.050     12293     13425      2176
  12.62244  12.70469     0.050     12255     13381      2171
  12.62211  12.70435     0.050     12305     13439      2181
  12.62178  12.70400     0.050     12368     13516      2193
  12.62145  12.70363     0.050     12199     13336      2166
  12.62112  12.70326     0.050     12185     13307      2158
  12.62079  12.70290     0.050     12298     13445      2185
  12.62046  12.70256     0.050     12274     13422      2175
  12.62013  12.70223     0.050     12181     13327      2161
  12.61980  12.70191     0.050     12260     13410      2178
  12.61947  12.70159     0.050     12289     13443      2182
  12.61914  12.70127     0.050     12249     13398      2173
  12.61881  12.70095     0.050     12298     13450      2185
  12.61848  12.70063     0.050     12259     13414      2177
  12.61815  12.70032     0.050     12264     13416      2179
  12.61782  12.70003     0.050     12258     13412      2179
  12.61749  12.69975     0.050     12283     13441      2182
  12.61716  12.69949     0.050     12196     13362      2171
  12.61683  12.69923     0.050     12205     13365      2170
  12.61650  12.69896     0.050     12296     13468      2187
  12.61617  12.69869     0.050     12224     13388      2175
  12.61584  12.69840     0.050     12189     13346      2169
  12.61551  12.69812     0.050     12247     13418      2181
  12.61518  12.69783     0.050     12254     13431      2185
  12.61485  12.69755     0.050     12206     13381      2174
  12.61452  12.69726     0.050     12200     13371      2176
  12.61419  12.69696     0.050     12291     13461      2189
  12.61386  12.69662     0.050     12238     13411      2181
  12.61353  12.69626     0.050     12189     13372      2172
  12.61320  12.69588     0.050     12205     13379      2175
  12.61287  12.69550     0.050     12177     13355      2174
  12.61254  12.69514     0.050     12161     13334      2168
  12.61221  12.69480     0.050     12251     13431      2186
  12.61188  12.69446     0.050     12181     13353      2174
  12.61155  12.69410     0.050     12118     13284      2165
  12.61122  12.69374     0.050     12168     13347      2171
  12.61089  12.69338     0.050     12213     13393      2180
  12.61056  12.69301     0.050     12101     13274      2163
  12.61023  12.69266     0.050     12101     13290      2163
  12.60990  12.69233     0.050     12251     13443      2190
  12.60957  12.69201     0.050     12118     13300      2168
  12.60924  12.69169     0.050     12100     13281      2167
  12.60891  12.69137     0.050     12149     13334      2174
  12.60858  12.69105     0.050     12168     13357      2177
  12.60825  12.69072     0.050     12063     13252      2156
  12.60792  12.69041     0.050     12092     13285      2166
  12.60759  12.69011     0.050     12171     13363      2179
  12.60726  12.68983     0.050     12148     13350      2178
  12.60693  12.68956     0.050     11978     13164      2145
  12.60660  12.68930     0.050     12161     13359      2182
  12.60627  12.68904     0.050     12159     13359      2179
  12.60594  12.68876     0.050     12050     13244      2159
  12.60561  12.68848     0.050     12114     13319      2169
  12.60528  12.68819     0.050     12114     13311      2171
  12.60495  12.68790     0.050     12029     13217      2156
  12.60462  12.68762     0.050     12107     13306      2170
  12.60429  12.68733     0.050     12135     13340      2179
  12.60396  12.68703     0.050     12020     13229      2159
  12.60363  12.68670     0.050     11965     13163      2150
  12.60330  12.68634     0.050     12061     13273      2166
  12.60297  12.68596     0.050     12036     13248      2162
  12.60264  12.68558     0.050     11929     13117      2143
  12.60231  12.68522     0.050     12076     13296      2170
  12.60198  12.68486     0.050     12109     13319      2176
  12.60165  12.68452     0.050     11997     13213      2157
  12.60132  12.68418     0.050     11962     13176      2157
  12.60099  12.68382     0.050     12066     13279      2172
  12.60066  12.68346     0.050     12032     13257      2164
  12.60033  12.68309     0.050     11914     13117      2144
  12.60000  12.68273     0.050     12036     13261      2169
  12.59967  12.68240     0.050     12020     13250      2163
  12.59934  12.68207     0.050     11887     13098      2143
  12.59901  12.68176     0.050     11958     13186      2157
  12.59868  12.68144     0.050     12015     13243      2168
  12.59835  12.68111     0.050     11893     13117      2145
  12.59802  12.68080     0.050     11920     13149      2150
  12.59769  12.68048     0.050     12022     13254      2165
  12.59736  12.68017     0.050     11922     13149      2153
  12.59703  12.67989     0.050     11911     13147      2150
  12.59670  12.67962     0.050     11979     13212      2162
  12.59637  12.67936     0.050     12033     13272      2169
  12.59604  12.67910     0.050     11892     13125      2148
  12.59571  12.67883     0.050     11966     13202      2162
  12.59538  12.67855     0.050     12000     13236      2166
  12.59505  12.67826     0.050     11944     13180      2160
  12.59472  12.67798     0.050     11885     13126      2149
  12.59439  12.67770     0.050     11999     13248      2170
  12.59406  12.67741     0.050     11954     13206      2162
  12.59373  12.67712     0.050     11793     13030      2137
  12.59340  12.67679     0.050     11907     13149      2159
  12.59307  12.67645     0.050     11933     13193      2162
  12.59274  12.67608     0.050     11892     13144      2155
  12.59241  12.67570     0.050     11829     13074      2144
  12.59208  12.67533     0.050     11908     13157      2158
  12.59175  12.67498     0.050     11883     13132      2152
  12.59142  12.67463     0.050     11837     13088      2146
  12.59109  12.67429     0.050     11863     13114      2149
  12.59076  12.67393     0.050     11897     13159      2157
  12.59043  12.67357     0.050     11847     13103      2147
  12.59010  12.67320     0.050     11874     13128      2153
  12.58977  12.67284     0.050     11931     13200      2164
  12.58944  12.67250     0.050     11803     13062      2143
  12.58911  12.67217     0.050     11812     13076      2146
  12.58878  12.67186     0.050     11967     13242      2173
  12.58845  12.67154     0.050     11835     13100      2145
  12.58812  12.67121     0.050     11811     13082      2150
  12.58779  12.67089     0.050     11882     13155      2163
  12.58746  12.67057     0.050     11886     13164      2159
  12.58713  12.67026     0.050     11757     13018      2140
  12.58680  12.66997     0.050     11793     13072      2143
  12.58647  12.66971     0.050     11885     13162      2161
  12.58614  12.66944     0.050     11795     13080      2147
  12.58581  12.66918     0.050     11742     13024      2137
  12.58548  12.66891     0.050     11813     13089      2153
  12.58515  12.66863     0.050     11805     13077      2150
  12.58482  12.66834     0.050     11825     13112      2153
  12.58449  12.66806     0.050     11825     13108      2154
  12.58416  12.66778     0.050     11797     13084      2151
  12.58383  12.66749     0.050     11753     13030      2144
  12.58350  12.66720     0.050     11704     12988      2135
  12.58317  12.66689     0.050     11796     13082      2150
