  9809     SPring-8 14b2 
 Pb-L21_Pb3O4_S  21.02.10 01:11 - 21.02.10 01:17
 Pb3O4                                                                           
 Ring :   8.0 GeV    99.6 mA -   99.5 mA
 Mono :   SI(111)       D=  3.13551 A    Initial angle=  7.72956 deg
 14b2      Transmission( 2)   Repetition=  1     Points= 6730
 Param file :                 angle axis (1)     Block =    1

 Block      Init-ang  final-ang     Step/deg     Time/s       Num
     1        7.64000   6.53000    -0.000170       0.05      6730
 Ortec( 0)     NDCH = 3
  Angle(c)  Angle(o)    time/s         2         3         4
      Mode         0         0         1         2         3
    Offset         0         0   211.100   256.500   176.500
   7.54973   7.55896     0.050     15588     18468     24807
   7.54956   7.55879     0.050     15594     18472     24807
   7.54939   7.55861     0.050     15586     18469     24803
   7.54922   7.55844     0.050     15581     18467     24811
   7.54905   7.55828     0.050     15583     18470     24814
   7.54888   7.55810     0.050     15589     18478     24828
   7.54871   7.55792     0.050     15573     18463     24806
   7.54854   7.55774     0.050     15592     18486     24851
   7.54837   7.55755     0.050     15581     18474     24828
   7.54820   7.55736     0.050     15569     18469     24829
   7.54803   7.55718     0.050     15580     18481     24840
   7.54786   7.55700     0.050     15588     18490     24859
   7.54769   7.55682     0.050     15572     18475     24848
   7.54752   7.55664     0.050     15574     18482     24862
   7.54735   7.55647     0.050     15587     18497     24886
   7.54718   7.55631     0.050     15576     18486     24865
   7.54701   7.55614     0.050     15569     18481     24862
   7.54684   7.55598     0.050     15579     18494     24885
   7.54667   7.55582     0.050     15580     18499     24897
   7.54650   7.55566     0.050     15566     18487     24881
   7.54633   7.55550     0.050     15565     18490     24889
   7.54616   7.55534     0.050     15576     18501     24898
   7.54599   7.55517     0.050     15564     18492     24899
   7.54582   7.55501     0.050     15547     18471     24871
   7.54565   7.55485     0.050     15567     18497     24909
   7.54548   7.55468     0.050     15567     18498     24924
   7.54531   7.55452     0.050     15547     18480     24897
   7.54514   7.55437     0.050     15554     18488     24900
   7.54497   7.55421     0.050     15565     18506     24940
   7.54480   7.55406     0.050     15548     18487     24905
   7.54463   7.55392     0.050     15556     18500     24925
   7.54446   7.55379     0.050     15564     18510     24944
   7.54429   7.55366     0.050     15555     18501     24940
   7.54412   7.55352     0.050     15552     18502     24940
   7.54395   7.55339     0.050     15572     18528     24969
   7.54378   7.55326     0.050     15569     18524     24980
   7.54361   7.55312     0.050     15563     18518     24968
   7.54344   7.55299     0.050     15571     18530     24994
   7.54327   7.55285     0.050     15570     18533     25002
   7.54310   7.55271     0.050     15562     18525     24992
   7.54293   7.55257     0.050     15559     18523     24995
   7.54276   7.55243     0.050     15578     18547     25035
   7.54259   7.55229     0.050     15568     18539     25018
   7.54242   7.55214     0.050     15557     18527     25010
   7.54225   7.55200     0.050     15570     18544     25038
   7.54208   7.55186     0.050     15576     18553     25059
   7.54191   7.55172     0.050     15555     18534     25026
   7.54174   7.55158     0.050     15566     18546     25050
   7.54157   7.55144     0.050     15581     18565     25069
   7.54140   7.55129     0.050     15547     18533     25041
   7.54123   7.55114     0.050     15559     18545     25057
   7.54106   7.55099     0.050     15569     18561     25080
   7.54089   7.55082     0.050     15562     18556     25074
   7.54072   7.55065     0.050     15551     18541     25060
   7.54055   7.55048     0.050     15561     18558     25089
   7.54038   7.55030     0.050     15569     18565     25094
   7.54021   7.55010     0.050     15548     18549     25075
   7.54004   7.54991     0.050     15550     18550     25082
   7.53987   7.54972     0.050     15569     18578     25122
   7.53970   7.54953     0.050     15554     18563     25114
   7.53953   7.54934     0.050     15543     18546     25095
   7.53936   7.54917     0.050     15555     18564     25121
   7.53919   7.54899     0.050     15565     18582     25147
   7.53902   7.54882     0.050     15543     18555     25109
   7.53885   7.54865     0.050     15548     18563     25128
   7.53868   7.54848     0.050     15561     18580     25153
   7.53851   7.54831     0.050     15546     18566     25131
   7.53834   7.54813     0.050     15540     18565     25129
   7.53817   7.54796     0.050     15561     18585     25169
   7.53800   7.54778     0.050     15550     18579     25161
   7.53783   7.54759     0.050     15541     18570     25161
   7.53766   7.54740     0.050     15554     18584     25178
   7.53749   7.54722     0.050     15551     18584     25184
   7.53732   7.54703     0.050     15552     18592     25185
   7.53715   7.54685     0.050     15544     18584     25177
   7.53698   7.54668     0.050     15559     18597     25209
   7.53681   7.54650     0.050     15548     18594     25201
   7.53664   7.54634     0.050     15537     18582     25194
   7.53647   7.54617     0.050     15552     18599     25221
   7.53630   7.54601     0.050     15554     18606     25228
   7.53613   7.54585     0.050     15543     18598     25217
   7.53596   7.54569     0.050     15545     18601     25224
   7.53579   7.54553     0.050     15558     18616     25255
   7.53562   7.54537     0.050     15536     18593     25222
   7.53545   7.54521     0.050     15536     18598     25230
   7.53528   7.54504     0.050     15560     18628     25281
   7.53511   7.54488     0.050     15537     18601     25249
   7.53494   7.54472     0.050     15535     18604     25255
   7.53477   7.54455     0.050     15547     18622     25278
   7.53460   7.54439     0.050     15542     18613     25264
   7.53443   7.54424     0.050     15534     18607     25265
   7.53426   7.54409     0.050     15548     18625     25292
   7.53409   7.54394     0.050     15546     18627     25297
   7.53392   7.54380     0.050     15534     18615     25287
   7.53375   7.54367     0.050     15529     18611     25276
   7.53358   7.54354     0.050     15547     18631     25308
   7.53341   7.54341     0.050     15543     18632     25307
   7.53324   7.54328     0.050     15529     18618     25299
   7.53307   7.54315     0.050     15532     18623     25312
   7.53290   7.54301     0.050     15549     18644     25335
   7.53273   7.54288     0.050     15530     18624     25330
   7.53256   7.54274     0.050     15530     18625     25321
   7.53239   7.54259     0.050     15552     18655     25356
   7.53222   7.54246     0.050     15527     18628     25339
   7.53205   7.54231     0.050     15528     18633     25342
   7.53188   7.54217     0.050     15544     18651     25372
   7.53171   7.54203     0.050     15536     18643     25362
   7.53154   7.54188     0.050     15528     18641     25363
   7.53137   7.54174     0.050     15539     18651     25372
   7.53120   7.54160     0.050     15532     18643     25369
   7.53103   7.54145     0.050     15532     18649     25383
   7.53086   7.54130     0.050     15532     18651     25392
   7.53069   7.54116     0.050     15534     18652     25395
   7.53052   7.54100     0.050     15530     18653     25394
   7.53035   7.54084     0.050     15526     18653     25398
   7.53018   7.54067     0.050     15531     18659     25418
   7.53001   7.54050     0.050     15530     18661     25422
   7.52984   7.54031     0.050     15526     18653     25414
   7.52967   7.54012     0.050     15530     18664     25433
   7.52950   7.53993     0.050     15539     18678     25457
   7.52933   7.53974     0.050     15519     18656     25413
   7.52916   7.53956     0.050     15533     18672     25451
   7.52899   7.53937     0.050     15540     18685     25477
   7.52882   7.53918     0.050     15517     18659     25439
   7.52865   7.53901     0.050     15522     18666     25453
   7.52848   7.53883     0.050     15537     18688     25491
   7.52831   7.53866     0.050     15521     18668     25459
   7.52814   7.53849     0.050     15522     18677     25475
   7.52797   7.53832     0.050     15528     18684     25487
   7.52780   7.53814     0.050     15518     18673     25469
   7.52763   7.53796     0.050     15515     18672     25485
   7.52746   7.53777     0.050     15512     18669     25480
   7.52729   7.53760     0.050     15523     18687     25500
   7.52712   7.53741     0.050     15508     18673     25496
   7.52695   7.53723     0.050     15504     18669     25480
   7.52678   7.53704     0.050     15510     18680     25510
   7.52661   7.53686     0.050     15512     18685     25514
   7.52644   7.53668     0.050     15493     18661     25488
   7.52627   7.53651     0.050     15503     18677     25509
   7.52610   7.53635     0.050     15510     18687     25528
   7.52593   7.53618     0.050     15495     18674     25512
   7.52576   7.53602     0.050     15497     18675     25527
   7.52559   7.53586     0.050     15512     18696     25552
   7.52542   7.53570     0.050     15503     18685     25541
   7.52525   7.53554     0.050     15501     18689     25548
   7.52508   7.53537     0.050     15510     18701     25568
   7.52491   7.53521     0.050     15500     18693     25558
   7.52474   7.53505     0.050     15506     18703     25584
   7.52457   7.53489     0.050     15511     18704     25578
   7.52440   7.53472     0.050     15508     18708     25587
   7.52423   7.53455     0.050     15505     18710     25603
   7.52406   7.53439     0.050     15508     18715     25611
   7.52389   7.53424     0.050     15513     18720     25622
   7.52372   7.53409     0.050     15508     18715     25619
   7.52355   7.53395     0.050     15505     18717     25619
   7.52338   7.53381     0.050     15508     18724     25632
   7.52321   7.53367     0.050     15513     18728     25644
   7.52304   7.53354     0.050     15497     18712     25631
   7.52287   7.53341     0.050     15505     18727     25640
   7.52270   7.53328     0.050     15513     18736     25649
   7.52253   7.53314     0.050     15499     18724     25651
   7.52236   7.53301     0.050     15506     18733     25654
   7.52219   7.53288     0.050     15516     18744     25677
   7.52202   7.53273     0.050     15497     18726     25661
   7.52185   7.53259     0.050     15496     18728     25668
   7.52168   7.53245     0.050     15508     18745     25696
   7.52151   7.53230     0.050     15501     18740     25686
   7.52134   7.53216     0.050     15494     18735     25691
   7.52117   7.53202     0.050     15503     18748     25704
   7.52100   7.53187     0.050     15501     18745     25707
   7.52083   7.53173     0.050     15504     18750     25720
   7.52066   7.53158     0.050     15493     18743     25702
   7.52049   7.53144     0.050     15503     18754     25727
   7.52032   7.53129     0.050     15513     18768     25742
   7.52015   7.53114     0.050     15496     18755     25728
   7.51998   7.53098     0.050     15492     18749     25722
   7.51981   7.53082     0.050     15508     18772     25772
   7.51964   7.53065     0.050     15495     18757     25745
   7.51947   7.53047     0.050     15492     18756     25744
   7.51930   7.53028     0.050     15507     18771     25772
   7.51913   7.53010     0.050     15495     18762     25765
   7.51896   7.52991     0.050     15494     18762     25776
   7.51879   7.52971     0.050     15497     18768     25777
   7.51862   7.52952     0.050     15501     18775     25789
   7.51845   7.52933     0.050     15496     18776     25792
   7.51828   7.52915     0.050     15497     18778     25808
   7.51811   7.52897     0.050     15496     18777     25791
   7.51794   7.52880     0.050     15498     18783     25818
   7.51777   7.52863     0.050     15494     18781     25821
   7.51760   7.52846     0.050     15488     18776     25806
   7.51743   7.52828     0.050     15501     18792     25843
   7.51726   7.52811     0.050     15489     18781     25826
   7.51709   7.52793     0.050     15487     18781     25834
   7.51692   7.52774     0.050     15492     18787     25844
   7.51675   7.52756     0.050     15492     18793     25843
   7.51658   7.52737     0.050     15487     18789     25841
   7.51641   7.52718     0.050     15487     18792     25863
   7.51624   7.52700     0.050     15486     18793     25848
   7.51607   7.52682     0.050     15492     18800     25872
